"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue","fouls","fouled","offsides","crosses","tackles_won","own_goals","pens_won","pens_conceded"
"Ross McCrorie","2","sct SCO","WB","27-256","90","0","0","0","0","0","0","0","0","40","4","0","0","0.0","0.0","0.0","0","0","18","26","69.2","3","22","0","1","1","/en/players/94d628b1/Ross-McCrorie","Bristol City","0","13","21","7","3","40","100.0","0","0.0","113","20","0","0","3","1","23","4","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Portsmouth","Bristol City","https://fbref.com/en/matches/18a7da9a/Portsmouth-Bristol-City-November-29-2025-Championship","18","Fratton Park",NA,NA,NA,NA,NA,NA,NA,NA
"Zak Vyner","14","ke KEN","CB","28-199","90","0","0","0","0","0","0","0","0","50","0","0","0","0.0","0.0","0.0","1","0","28","38","73.7","2","25","0","0","0","/en/players/a8fe5a96/Zak-Vyner","Bristol City","10","31","18","1","0","50","","0","","128","80","1","0","0","0","26","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Portsmouth","Bristol City","https://fbref.com/en/matches/18a7da9a/Portsmouth-Bristol-City-November-29-2025-Championship","18","Fratton Park",NA,NA,NA,NA,NA,NA,NA,NA
"Robert Dickie","16","eng ENG","CB","29-271","90","0","0","0","0","0","0","0","0","69","1","2","2","0.0","0.0","0.0","0","0","29","43","67.4","0","27","0","1","0","/en/players/c7dfc411/Robert-Dickie","Bristol City","10","41","20","8","2","69","0.0","1","100.0","128","88","0","0","0","0","26","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Portsmouth","Bristol City","https://fbref.com/en/matches/18a7da9a/Portsmouth-Bristol-City-November-29-2025-Championship","18","Fratton Park",NA,NA,NA,NA,NA,NA,NA,NA
"George Tanner","19","eng ENG","CB","26-013","90","0","0","0","0","0","0","0","0","69","6","2","2","0.0","0.0","0.0","3","0","34","52","65.4","1","22","0","1","1","/en/players/8f9c9b14/George-Tanner","Bristol City","4","32","36","2","0","69","100.0","0","0.0","91","23","0","0","0","0","23","1","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Portsmouth","Bristol City","https://fbref.com/en/matches/18a7da9a/Portsmouth-Bristol-City-November-29-2025-Championship","18","Fratton Park",NA,NA,NA,NA,NA,NA,NA,NA
"Radek Vítek","23","","GK","22-036","90","0","0","0","0","0","0","0","0","40","0","0","0","0.0","0.0","0.0","0","0","22","37","59.5","0","21","0","0","0","/en/players/d617bff6/Radek-Vitek","Bristol City","31","40","0","0","0","40","","0","","121","74","0","0","0","0","16","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Portsmouth","Bristol City","https://fbref.com/en/matches/18a7da9a/Portsmouth-Bristol-City-November-29-2025-Championship","18","Fratton Park",NA,NA,NA,NA,NA,NA,NA,NA
"Patson Daka","20","zm ZAM","FW","27-051","45","0","0","0","0","1","0","0","0","13","0","0","0","0.0","0.0","0.0","0","0","6","11","54.5","0","2","0","0","0","/en/players/ca45605e/Patson-Daka","Leicester City","1","1","9","3","1","13","","0","","22","0","0","0","0","0","11","2","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Ayew","9","gh GHA","FW","34-079","45","0","0","0","0","1","0","0","0","16","0","0","0","0.0","0.0","0.0","0","0","8","12","66.7","0","10","0","0","0","/en/players/da052c14/Jordan-Ayew","Leicester City","0","0","9","7","3","16","","0","","33","7","0","0","2","2","14","4","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Stephy Mavididi","10","eng ENG","LW","27-182","90","1","0","0","0","2","1","0","0","50","2","0","0","0.7","0.7","0.1","6","0","27","34","79.4","2","38","8","6","3","/en/players/30144daa/Stephy-Mavididi","Leicester City","0","6","15","30","5","50","50.0","3","50.0","329","191","2","4","7","0","39","18","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Abdul Fatawu Issahaku","7","gh GHA","RW","21-266","90","0","1","0","0","5","1","0","0","56","0","0","1","0.3","0.3","0.7","5","1","27","37","73.0","5","36","5","6","2","/en/players/bceda5ff/Abdul-Fatawu-Issahaku","Leicester City","2","6","15","35","6","56","33.3","4","66.7","254","125","2","2","4","1","42","12","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Bobby De Cordova-Reid","14","jm JAM","AM","32-300","79","0","0","0","0","2","0","0","0","52","1","0","1","0.1","0.1","0.1","2","0","41","46","89.1","7","22","0","1","1","/en/players/0f7533cd/Bobby-De-Cordova-Reid","Leicester City","1","7","32","14","2","52","100.0","0","0.0","82","20","2","0","1","1","35","1","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Monga","28","eng ENG","AM","16-142","11","0","0","0","0","0","0","0","0","12","0","0","0","0.0","0.0","0.0","0","0","4","7","57.1","1","9","1","2","0","/en/players/4c168d3a/Jeremy-Monga","Leicester City","0","0","1","11","2","12","0.0","2","100.0","55","18","2","0","1","0","9","3","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Harry Winks","8","eng ENG","DM","29-300","45","0","0","0","0","0","0","0","0","39","1","0","1","0.0","0.0","0.0","0","0","35","37","94.6","5","25","2","0","0","/en/players/2f7acede/Harry-Winks","Leicester City","3","7","31","1","0","39","","0","","118","59","0","0","1","0","35","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Boubakary Soumaré","24","fr FRA","DM","26-275","45","0","1","0","0","0","0","1","0","53","1","0","1","0.0","0.0","0.0","1","1","43","45","95.6","6","30","2","1","1","/en/players/ae59b359/Boubakary-Soumare","Leicester City","1","12","33","9","0","53","100.0","0","0.0","166","88","0","0","2","0","42","1","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jordan James","6","wls WAL","DM","21-150","90","1","0","0","0","2","1","1","0","59","0","0","1","0.1","0.1","0.0","4","0","41","49","83.7","3","31","3","0","0","/en/players/f719ad7f/Jordan-James","Leicester City","1","6","28","25","3","59","","0","","170","90","1","0","2","0","43","4","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Luke Thomas","33","eng ENG","LB","24-172","90","0","0","0","0","1","0","0","0","86","3","0","1","0.0","0.0","0.1","3","0","52","73","71.2","8","36","0","2","1","/en/players/fc027d02/Luke-Thomas","Leicester City","3","25","44","17","2","86","50.0","1","50.0","164","71","0","0","0","0","44","4","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jannik Vestergaard","23","dk DEN","CB","33-118","90","0","0","0","0","1","0","0","0","98","3","4","1","0.1","0.1","0.0","1","0","65","77","84.4","6","51","0","0","0","/en/players/1900032e/Jannik-Vestergaard","Leicester City","13","38","56","4","1","98","","0","","240","138","0","0","0","0","58","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Wout Faes","3","be BEL","CB","27-240","45","0","0","0","0","0","0","0","0","46","0","0","1","0.0","0.0","0.0","1","0","34","40","85.0","0","21","1","0","0","/en/players/9c221d14/Wout-Faes","Leicester City","5","23","23","0","0","46","","0","","95","66","0","0","0","0","32","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Oliver Skipp","22","eng ENG","CB","25-074","45","0","0","0","0","0","0","0","0","36","0","0","1","0.0","0.0","0.0","0","0","28","33","84.8","4","21","2","0","0","/en/players/6250083a/Oliver-Skipp","Leicester City","3","11","23","2","0","36","","0","","114","78","1","0","0","0","24","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Ricardo Pereira","21","pt POR","RB","32-054","90","0","0","0","0","0","0","0","0","110","3","1","3","0.0","0.0","0.0","5","1","87","99","87.9","5","44","2","1","1","/en/players/75a72a99/Ricardo-Pereira","Leicester City","5","30","53","28","2","110","100.0","0","0.0","162","111","0","0","1","0","71","3","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Asmir Begović","31","ba BIH","GK","38-162","90","0","0","0","0","0","0","0","0","35","0","0","0","0.0","0.0","0.0","0","0","23","32","71.9","0","20","0","0","0","/en/players/7b4de647/Asmir-Begovic","Leicester City","21","35","0","0","0","35","","0","","118","77","0","0","0","0","19","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Tyrese Campbell","23","eng ENG","FW","25-336","64","0","0","0","0","1","0","0","0","17","0","0","0","0.1","0.1","0.0","2","0","3","9","33.3","0","13","3","4","2","/en/players/38aefb74/Tyrese-Campbell","Sheffield United","1","1","4","12","3","17","50.0","2","50.0","80","45","0","3","2","0","14","4","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Bamford","45","eng ENG","FW","32-085","26","0","0","0","0","1","0","0","0","10","0","0","0","0.0","0.0","0.0","0","0","3","4","75.0","0","6","0","1","1","/en/players/93feac6e/Patrick-Bamford","Sheffield United","0","2","1","7","1","10","100.0","0","0.0","33","3","1","0","3","1","6","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Cannon","7","ie IRL","FW","22-336","64","1","0","0","0","2","1","0","0","18","0","0","0","0.3","0.3","0.0","1","1","6","9","66.7","2","12","2","2","0","/en/players/4506aec5/Thomas-Cannon","Sheffield United","0","0","10","8","3","18","0.0","2","100.0","65","40","0","1","1","2","12","3","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Gustavo Hamer","8","nl NED","CM,RM","28-158","26","0","0","0","0","1","0","0","0","15","1","0","0","0.0","0.0","0.0","0","0","8","12","66.7","1","4","1","0","0","/en/players/eebacc07/Gustavo-Hamer","Sheffield United","0","6","6","4","0","15","","0","","26","16","2","0","0","0","6","1","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Callum O'Hare","10","eng ENG","LM,RM","27-212","90","1","2","0","0","3","1","0","0","46","1","1","0","0.3","0.3","0.4","6","3","27","34","79.4","7","24","2","1","0","/en/players/39072483/Callum-OHare","Sheffield United","1","9","19","18","5","46","0.0","1","100.0","76","41","2","0","2","1","23","8","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jaïro Riedewald","44","nl NED","CM","29-081","64","0","0","0","0","0","0","0","0","29","1","1","3","0.0","0.0","0.0","0","0","15","19","78.9","1","15","0","0","0","/en/players/7a1f2c08/Jairo-Riedewald","Sheffield United","5","13","12","4","1","29","","0","","39","11","1","0","0","0","13","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Djibril Soumaré","18","sn SEN","DM,CM","22-326","26","0","0","0","0","0","0","0","0","5","1","1","1","0.0","0.0","0.0","0","0","1","2","50.0","0","0","0","0","0","/en/players/9bac437a/Djibril-Soumare","Sheffield United","2","4","2","0","0","5","","0","","0","0","0","0","0","0","0","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Sydie Peck","42","eng ENG","CM","21-077","90","1","0","0","0","2","1","0","0","38","1","2","3","0.1","0.1","0.0","2","0","14","24","58.3","1","12","0","1","1","/en/players/767d9605/Sydie-Peck","Sheffield United","7","16","17","6","0","38","100.0","0","0.0","48","15","0","0","0","1","12","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Andre Brooks","11","eng ENG","RM,LM","22-101","80","0","0","0","0","0","0","0","0","34","1","0","6","0.0","0.0","0.0","2","0","9","15","60.0","4","13","2","1","0","/en/players/5f346071/Andre-Brooks","Sheffield United","1","5","14","15","3","34","0.0","1","100.0","71","33","0","1","5","0","18","1","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Mark McGuinness","25","ie IRL","CB","24-328","10","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","0","2","0.0","0","0","0","0","0","/en/players/0fae1880/Mark-McGuinness","Sheffield United","1","3","0","0","0","3","","0","","0","0","0","0","0","0","0","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Harrison Burrows","14","eng ENG","LB","23-321","73","0","0","0","0","0","0","0","0","52","4","1","1","0.0","0.0","0.0","1","1","24","39","61.5","1","15","0","0","0","/en/players/316a084b/Harrison-Burrows","Sheffield United","8","30","7","15","1","52","","0","","46","9","0","0","1","0","15","2","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Sam McCallum","3","eng ENG","LB","25-088","17","0","0","0","0","0","0","1","0","9","0","2","1","0.0","0.0","0.0","1","0","3","5","60.0","1","4","0","0","0","/en/players/7074c8f1/Sam-McCallum","Sheffield United","0","5","4","0","0","9","","0","","12","0","0","0","0","0","3","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Ben Mee","15","eng ENG","CB","36-069","90","0","0","0","0","1","0","0","0","42","0","0","1","0.1","0.1","0.0","0","0","27","33","81.8","1","17","0","0","0","/en/players/8df7a2fb/Ben-Mee","Sheffield United","8","25","14","3","2","42","","0","","62","45","0","0","0","0","20","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Japhet Tanganga","2","eng ENG","CB","26-243","90","0","0","0","0","1","0","0","0","36","1","2","3","0.1","0.1","0.0","0","0","20","24","83.3","2","13","0","0","0","/en/players/e9971f2d/Japhet-Tanganga","Sheffield United","5","20","14","3","1","36","","0","","44","13","0","0","0","0","15","0","Championship","2025-2026","Saturday November 29, 2025, 12:30 (venue time)","Leicester City","Sheffield United","https://fbref.com/en/matches/ef720827/Leicester-City-Sheffield-United-November-29-2025-Championship","18","King Power Stadium",NA,NA,NA,NA,NA,NA,NA,NA
